comment,sentiment
"A Magical Remix Tour: If producer George Martin were not involved in the ""Love"" project, I would have avoided this CD like the plague. Happily, Martin (with son Giles) has reimagined the Beatles' catalogue in exciting new ways. The best moments in ""Love"" are the most audacious, such as the seamless remix of ""Drive My Car,"" ""The Word"" and ""What You're Doing"" - not to mention layering the vocal track from ""Within You Without You"" over the instrumentation of ""Tomorrow Never Knows."" Admittedly, some remixes are dispensable (notably ""Because,"" ""Help!"" and ""All You Need Is Love""), yet the overall effect is quite entrancing. As a musical entity, ""Love"" succeeds in erasing the bad taste of 2003's ""Let It Be . . . Naked.""",1
"Inspired, but could have been Sublime: I absolutely love this album, it hasn't left my mp3 player since I bought it! Several of the tracks (Drive My Car/The Word/What You're Doing, Being For The Benefit of Mr. Kite!/I Want You (She's So Heavy)/Helter Skelter, Here Comes The Sun/The Inner Light) are so good, it almost makes the inner Beatles fan want to giggle :) The transitions are so much fun (often very trippy but somehow still clean) and I love spotting which bits have been put where.. that said, I wish there were more of this in the album. Some of the songs have been very nicely paired down to create a cleaner overall experience, but some of the tracks sound basically exactly the same as the original. If George Martin had just taken a little bit more of a step out of the original tracks, this would have jumped to the top of my favorite Beatles albums! Still great though, definitely worth the buy..",1
"The Beatles remixed and reworked into a beautiful sound collage!!! Groovy baby!!!: Great job Sir George Martin and son Giles for remixing and reworking these timeless classics into a beautiful,colourful soung collage for the mind!!!,and of course the Beatles(John Paul,George and Ringo) themselves for creating such timeless music that will live on for eternity!!! It's been reworked but it works here in spades!!! Just pop in Love in the CD player and enjoy the Beatles as never before!!! They might have broke up ions ago but the music live on!!! It's groovy baby,Austin Powers would love this!!!Two thumbs up!!! Way Up!!! A+",1
"I love ""Love"": This is a great remastering of classic Beatles hits. Listening with headphones is the only way to really appreciate the remastering.",1
"excelent: Every arregment has been very carefuly, it doesnt change the soul of each song, but when i saw that it comes with DVD I thought it was with some videos but it is actually an audio DVD, I felt disapointed with that surprise.",1
"Delightful fruits of a friendship between George and Guy Laliberté: The liner notes provided by Sir George Martin are alone worth the cost of 'Love' - they reveal a friendship between George Harrison and Cirque founder Guy Laliberté as the inspiration behind the Cirque-Beatles link-up. As a result, the songs presented on 'Love' are probably a bit 'George-heavy' when measured vs. the recorded history of the Fab Four as a group. But who's complaining? As a George fan, it's nice to see him get rewarded. He was always the true 'explorer' of the group.That said, the music that stands out on 'Love' is Lennon's. The urgency of ""She's So Heavy,"" ""Come Together"" and ""Glass Onion"" is incredible. It was especially great to hear 'Onion' - I hadn't heard that in years. It's brilliant. And ""I Am the Walrus"" - even 40 years later - simply dazzles as a imaginative and technical tour de force.I've not seen the Cirque show, but hearing 'Love' makes me want to book a special trip to Vegas to see it.",1
"The Beatles as you've never heard them before: At a small outdoor concert this August, during an intermission, the Love album was played over the sound system. My ears pearked up & listened carefully: this WAS the voice of John, Paul, George & sometimes Ringo, but it WASN'T any of the originally released versions of the song. Since I own all the Beatles, WHAT IS THIS ??It was the Love album, a remix of 26 of the best of the Beatles by George Martin & his son. Songs include the biggies: Hey Jude, Eleanor Rigby, I Am the Walrus, Help, Within You Without You, LSD, While My Guitar Gentle Weeps, Sgt. Peppers, etc.A few songs have very minor changes. Most, however, are substantially changed in some way, tho the vocals generally are what we are all intimately familiar with. One song, Grik Nus (Sun King spelled backwards) is a song that works entirely backwards!All in all a very creative reworking of the Fab Four we fondly miss so much. And well worth the price of an album, esp at the $8 I paid!",1
"One word.: I'm a lifetime Beatles' fan, and have been playing this 'Love' album frequently since it was first was released. All I can think when I listen to this album is one word: ""Whatever."" It is almost ridiculous how talented and innovative the Beatles were/are. Kinda makes me wonder why anyone else has bothered since...",1
"Reinventing the Beatles!: George Martin has taken a huge risk and it pays off handsomely. Taking portions of the Beatles vast collection of popular songs and remixing them into one 78 minute musical experience is dazzling. Each song is remastered flawlessly and seamlessly edited into one another with a vast interspersing of original Beatles sound effects and orchestration. While you hear one song with the band, there might be a sound byte from another songs background mixed into the complete experience. It's a non-stop joy ride from the a capella of ""Because"" to the finale of ""All You Need Is Love"". It's all Beatles and it's all fantastic. The DVD expands on this brilliant idea and reproduces the sound in 5.1 digital surround. This is not the `best' of the Beatles - it is the `genius' of the Beatles!",1
"I grew up with these guys: It's a very nice album. As the liner notes say it sounds as fresh today as it did 40 years ago. Putting the disk in the CD player is like having a warm visit from beloved old friends.I'm not much of a fan of moldy goldy, but I've been listening to this album, Chicago Transit Authority (Chicago's debut album,) both incarnations of Blood Sweat and Tears, etc. And in one respect it all makes me very sad. I grew up in this golden age of talent and creativity--a time when the music was the thing. These three examples are only the the tip of the iceburg of what was happening in the music business back then.Isn't it amazing (and sad) that with all the state of the art, wonderful technology of today that the music doesn't even approach the art of the Beatles, etc?BTW, I got this on a special, I guess, for only $9.99 plus shipping. Really good bang for the buck!",1
"Amazing - I think this is a gem!: I am an avid Beatles fan and have all their official CD releases and loads of their vinyl. Conseqently I am familiar with their music. This album allows you to hear a different spin on some of their most popular, as well as less well known, music. The segues are fascinating and you will also hear snippets from versions other than the officially released tracks. The mixing has, of course, been done on state of the art equipment and is beautifully crystal clear - top marks to EMI for:1) Impeccable original recordings, and2) Preserving those old recordings so well.The clarity allows you to hear into parts of recordings that were previously 'buried in the mix'.I approached this album in trepidation but I have found myself beguiled. Fans and casual observers alike will definitely enjoys this. Roll out the show in Europe please!",0
"Good sound but there is NO Beatles Spirit!: Granted - they did a good job to restore original records to quite a good quality, but they added a lot of garbage sounds as well. I hardly listened the record one time till the end. Lucky me, I borrowed CD not bought it! I would not take it even for free now!!!Bottom line: it is artificialy refined to the point of total spiritless though very good quality, original Beatles records reconstruction. Liveliness and pointless...",0
"Let it Be: George Harrison's demo of My Guitar Gently Weeps does showcase incredible talent. The rest of the material sounded better as originally recorded, arranged, produced and released.",0
Disappointing: I am not a Beatle's purist but I listened to this CD wanting to like it but found it wanting.I felt that it failed as an artistic re-rendering of the Beatle's music and the effort sounded more like a very expensive form of doodling with the original tracks.Very dissappointing effort from George Martin and his son.,0
"My Son Loves It!: Bought this for my 13 yo Beatles nut son for Christmas. He just loves it, we had a lot of fun listening to the different arrangements. He says it was the second best gift he got! (first being a laptop)",1
"You have to experience it: It's the Beatles + Surround sound. What else can I say?? It is amazing! The Love soundtrack is a masterpiece by itself and add to that the awesome 5.1 effects, it's really an experience that if you like the Beatles, you can't miss it.",1
beware the hype: i was kinda of excited about this but actually listening to it is a different story.you gotta ask yourself - do you really want to hear snippets of beatles songs? do you really want these artificial mixes and transitions to get stuck in your head in place the original songs?if you need a beatles fix - i would suggest getting the anthologies (especially 2 and 3) and putting them on shuffle.,0
"Nice: If this wasn't produced by George Martin, then I'd have been skeptical. It's musical threads woven by the master tailer. These are Beatles songs and snipets of Beatles songs that have a different flavor. This is more than a Beatles fan release. Even the dopes who have never listened to the Beatles might like some of this.",1
"Tremendous: First things first, Love by the Beatles, features music that is all from the Beatles original recordings. That said, the starting point for this CD is very strong. If you can get past the fact that there are what amounts to remixes of many of the recordings. I am a firm believer that any music by the Beatles is great music. Love by the Beatles is no exception to that belief. The sound hear is outstanding. There are many of the classic Beatles songs hear, with some eerie renditions and some excellent. There is an ethereal quality to Strawberry Fields and I am the Walrus sounds excellent. This is a must have for Beatles fans. I rate it a strong four stars.",1
"SOME PEOPLE JUST DON'T GET IT: AMAZING THAT ANYBODY WROTE A BAD REVIEW.I'VE BEEN COLLECTING BOOTLEGS FOR YEARS AND WAS AMAZED THAT SOME OF THEM WERE INSERTED ON THIS CD - SOUNDING CLEAN AND FRESH. THE BLENDING OF SONGS WAS FANTASTIC AND KEPT ME SMILING THROUGHOUT, NOT KNOWING WHAT WAS COMING NEXT. I ONLY WISHED THE DRUMBEAT CARRIED ALL THE WAY THROUGH ON TRACK 14, BUT WAS STILL GIGGLING ON HOW COOL IT WAS. ONLY 4 OF 5 STARSCAUSE I WISH ALL BEATLES SONGS WERE ON THIS (MAYBE/HOPEFULLY VOL. 2)THOSE WHO DIDN'T LIKE THIS CD SHOULD LISTEN WITH THEIR HEADS PULLED OUT OF THEIR A**.",1
"Pleasantly Shocked!!!: In all honesty I expected ""Love"" to be yet another re-packaging of tried and true Beatles classics. Then I heard that it was actually the soundtrack to a Cirque du Soleil show and my expecations dropped even lower. I expected nothing short of total cheese. Wow was I surprised. My review? One word. AWESOME!Give it a listen. If nothing else it's really cool to listen to.",1
"Seeing/hearing is believing: Without witnessing the Cirque du Soleil presentation, this album...er CD, loses half of its impact. What goes on between the ears after experiencing the show and then listening to it again is truly remarkable. I'd go to the show again in a heartbeat. Looking forward to the eventual remastering of the Beatles catalogue. This CD is just a taste of what is to come.",1
"WOW: I have, like most people raised in the 60's, every Beatle album made. In every case, I listen to the new release and think, 'yuup, it's them again'. These are usually the same mixes, sometimes 'remastered' but generally the same.Until this one. It is like George Martin somehow got the four back into a modern 2006 studio and made them do it all over again. I have NEVER heard Ringo on the drums sound like this. The vocals are tight and fresh, the mixing is supurb.I am truly blown away by this one. Same songs but they all feel new. Even ""I Want to Hold Your Hand' live sounds like it was done last week.If this were an album (you young people, check Wikipedia if you don't know what this is) I would play the grooves off it and need another.",1
"The Beatles Love: If you really love the Beatles, you probably won't think much of this. A few good (unaltered) tunes. The rest is not so great.",0
"You have not heard this before!: This is an engineering masterpiece. Essentially, this all new work. Any fan will really enjoy this CD. All fans should own this, otherwise your Beatles' collection is incomplete. Again, this is NEW WORK.",1
Beatles Love: This is a great tribute to making the old new and to the musicianship of both the Beatles and the producers of this album.,1
"new twist on old music: I found this CD to be a wonderful twist on loved,old favorites. I recommend this to any Beatles lover who has most of their music.",1
"Encore!!!: You know it's sad when the best album of the year is a collage of recordings that were originally laid down 40 years ago. But it's a well deserved success. I guess what this album really does well is hold to its mission statement: ""You will experience this music in a whole new way"". Not only did George Martin surpass my expectations in the execution, but he was able to give new life to some of the richest, most enduring music on the planet - while satisfying buffs and new listeners alike. It's about damn time the Beatles got some new age treatment. For the first time fans can listen to TRUE stereo & surround sound mixing of (some of) the Beatles catalogue. Crisp, exciting, refreshingly creative. It's as though the Beatles got back together and decided to play an 80 minute studio medley. Bravo. Encore?Best moment: The previously unreleased ""While My Guitar Gently Weeps (Acoustic)"", with additional lyrics and a backing score written by George Martin.",1
"Disappointing: In my opinion, the Beatles Catalogue should be left alone and not suffer from such remixes. At times the voices sound out of tune and this detracts from the overall listening pleasure.With the amount of media hoopla surrounding each Beatles release it is difficult to sort the wheat from the chaff. In this case, sadly, it is chaff. Disappointing and definately for Beatles fans ONLY.",0
"Highly recommend to any true Beatles fan!: I think it's terrific, gave me goose bumps when I played it the first time. I love the way the songs segue into one another. Good selection of tunes, however, I could have done without ""I Wanna Hold Your Hand"". It seems to be a tribute to John & George, which is what it should be.",1
"4 great songs - the rest unnoticable difference: i had high hopes for this one. not unrealistic high hopes, but i am VERY DISSAPPOINTED!I really expected some stellar stuff, songs reinterrpreted and fresh.George Martin is a genious, but he bombed on this one.There are apx 20+ songs on here. They are fantastic songs, but they sound completley unchanged. I feel like I just rebought a greatest hits album I already own! The Beatles songs are gourgeous on their own, but the thing that upsets me, is this album was completely FALSELY ADVERTISED.[...]I originally bought this album after listening to the 4 tracks on the beatles myspace[...]Those songs were so gourgeously redone and are truly novel gems.Bad news, is the rest are so minimally altered, you cant even tell the difference.If you are a purist this is fine, it is like being tricked into rebuying another greatest hits album.[...]",0
"Yawn: It's a big yawner. Anybody with a reasonably respectable Beatles MP3 collection and a $40 computer program (Goldwave) could have created this album. There is frankly nothing new or imaginative. Not only that, the remixes detract from the originals. This music would likely work well in the context of the show, but fails to stand on its own as an album. All the hype is nothing more than yet another McCartney/Ono Christmas money grab.",0
"like painting a fake mustache on the Mona Lisa: Why mess with the greatest music of the 20th Century? To put together another compliation of songs everybody already owns? I am one of the biggest Beatles fans in the world, and this is sacrilege. What they should have done is just remix their old albums and re-release them. Sorry, but this is a classic disappointment and a waste of money, even with surround sound.",0
"Stop Monkeying Around!: First of all, THIS IS NOT A REVIEW ON THE BEATLES MUSIC!This is how it goes: Back in the sixties, a little kid (Rocky Racoon) just out of his diapers got into daddy's closet and thought it would be fan to mess up BIG TIME!And that it what has happened!After listening to this CD I realized that this is like playing with marbles, they can go in any direction and not make sense and this in NOT how The Beatles intended it in the first place. In the original recording the song were so beautifully crafted and brought joy and love to all of us around the world. Yes, the have the love, inspiration...Listening to this was just a sequence of annoying surprises, pieces Here, There and Everywhere but NONE in the right place. Was this really necessary?The Beatles`s music IS the greatest in the Rock/Pop World. This CD is some else's playtime... NOT WORTHY!",0
"Real worth buying: Besides loving all the material included in this CD, I have to praise the seller for the promptness in sending this item in a very short time.The CD arrived at my address in perfect conditions and the only problem that I am facing is to be able to stop listening to it.This makes me wonder why all the Old CDs by The Beatles are not remastered to this format (DVD-Audio-DTS) because in this way, you are able to catch new sounds in every track they have recorded, something that is simply impossible when you listen to the normal stereo(2-channel) versions.",1
"LOVE this album!: A must-have for any Beatles' fan! George Martin (original producer extraordinaire for the Beatles) and his son Giles have produced an exquisitely mastered product. Highly suggest this double version: CD plus the Audio DVD. Costs MUCH more if you buy it at the actual show at The Mirage in Las Vegas. We purchased this, then went to see the show (which, by the way, has the longest contract EVER for a resident show--ten years!--and we HIGHLY recommend it . . . a true feast for the eyes, ears, and all your senses!), and listened to it while we drove back home. Buy it . . . you won't regret it! Even if you have, like we do, all the original recordings. These newly mastered songs are fabulous!!",1
"What a sound quality!!!: I've attended the live show, and I'd had to try the DVD to check out the sound quality. What a wonderful surprise, it's great. I felt almost like in the Mirage's LOVE Theater. If you compare the Stereo CD with the 5.1 DVD sound, you realize that it looks like a complete different sound experience.The music: It's Beattles!!!The production: Sir George Martin - what a wonderful job!!! Congratulations.",1
"LOVE The Beatles: LOVE (CD + Audio DVD)The sequence of grand classical Beatles music, both words and tunes, have been put together with sublime technical skill. The result is breathtaking for the ears. Did think some video on the DVD would have been available but I guess the video of LOVE The Beatles can be purchased separately. So all in all the CD is brilliant! Purchase and shipping from Amazon was spot-on, in a word excellent. Haydn Deane, Australia.",1
"Do not buy this CD - it is crap: If you are a true Beatles fan, do not waste your money on this CD. It is nothing like the originals. George Martin may think he can remaster the originals but it comes out sounding terrible. It is a sin to try to work some of the greatest songs in the Beatles repetoire into combinations. Had I known this was what this CD was all about, I never would have bought it. This production was made for the Cirque du Soleil and thus was to produce a lot of money. I am beginning to find that their productions are getting too pat and this soundtrack goes along with it. In the beginning Cirque du Soleil was innovative, but like all big money-makers they go stale after a while. This album pulls the Beatle repetoire into the same cesspool. Since George Martin produced so much good Beatles music, it is sad to see him get into this cesspool too.",0
"Full disappointment!: It would be MUCH better to republish ALL originals AS IS, but in high-res SACD.",0
Amateur job of mixing multiple sound tracks together: I have been a Beatle fan since I was [...]. I even have the White Album on white vinyl. I was excited about the reviews I read so I bought this CD. I was really looking forward to listening to some wonderful Beatles music again.I was so disappointed I gave the CD away. It is a amateur job of mixing multiple sound tracks together.The songs that were chosen for this CD are already very well mixed masterpieces: i.e. Being for the Benefit of Mr. Kite!/I Want You/Helter Skelter/Strawberry Fields.So 90% of the work was already done before George Martin's son Giles started thumbing at the controls.It would have been nice to see an array of Beatles songs that were not so commercial or heavily mixed weaved between these songs.Now that would show real mixing skill.Its a good thing that George Martin is almost deaf. I don't think he would have been too happy if he really heard what his son did.,0
"WARNING! Beatles' purists do not buy this CD.: I had to give this CD 1 star because the Amazon rating system would not accept a zero star rating. By looking at the album cover I thought I was buying a new release of Beatles music like the ""One"" CD. This CD is some pretentious idiots' idea of art, to mess up the Beatle's music. In fact the insert contains boastings of these self proclaimed artists. Don't waste your money.",0
"Love?: I being a true Beatle fan from way back to ""62"", you think when you purchase a new revised recording you are gonna LOVE it.I was quite DISAPPOINTED!There are only a few tracks worth listening to......",0
"This DVD is FAKE: I bought this DVD thinking about CIRQUE DU SOLEIL show and what is it exactly? It's only a DVD with no VIDEO, NO SHOW, ONLY SONGS. Why do I need a DVD to play SONGS? I don't need a DVD for this.This is the worst purchase I've ever made in my life. I felt like throwing money to the garbage.TERRIBLE!!!! DON'T EVEN THINK ABOUT BUYING THIS. THIS IS FAKE.",0
"This CD RUINS The Beatles classics!!!: To remain anonymous I have chosen the ""Kid Review"" option(so Amazon please print this review). I just don't know why they would release crap like this...this is NOT true full-length Beatles' versions of their songs. I agree with some of the reviewers out there it sounds like a collage of worthless junk...it really butchers the hell out the original Beatles songs. Beatles on Broadway??? Give me a break!Bottom line: You DON'T go messing with the Beatles classics...End of story!!! FYI: Don't waste your money on this instead go buy their original classics such as ""Revolver"", ""Please,Please,Me"",""Help!"",etc.",0
"The Butchered Beatles: I admit I've never been a fan of re-mix albulms so I'm not surprised this albulm does not appeal to me. Until now I've been fairly pleased with the products that have come out during the past decade to keep making money off of the Beatles, but not this one. I borrowed it from a friend to listen to before I bought it. Thank God I did because I saved myself $12-15.I hate to criticize anything by the Beatles, but really this isn't their fault. Now I just have to hope no one gets me this for Christmas.",0
"I can sum up this CD in 1 word:: ""MASTERPIECE"".Don't deny yourself another day of not hearing this stunning piece of music.It's 78 minutes of joy from start to finish.Put it on,close your eyes,and prepare to be catapulted into a Beatles experience like no other on record.",1
"Disappointing: I thought there would be more mixing of the actual work. A more intricate mosaic, but it was disappointing. All of those tracks of music, vocals, and fxs that can be manipulated, but it was another tribute album. An iconic group, but somebody was afraid to seriously touch those works. I don't blame them, the collection is timeless, but I was not impressed with the attempt. All of the creativity and technology available today to create something respectful and exciting, it fell short. It seems that somebody needed a job, and to assert their name in the public eye, riding on their father's coattails.A Fan of Music",0
Enjoyable Mix: My 19 yr old son bought this cd and I got a chance to listen to it. My husband & I were lucky enough to see Love by Cirque du Soleil and the music was incredible. This cd takes me back to that so I really enjoy listening to it but so does my son who hasn't seen the show. I'm not sure if it's a must have for Beatle fans but would be a fun addition to your collection.,1
"Some minor adjustments but very much BEATLES!: I did not realize(because i didn't read the descriptions all that closely) this is the CD of the Beatles collection they used for the Cirque Du Soleil show ""LOVE"". Other then a couple of minor changes to the music- adding more Orchestra to the songs was one example. So this is not purely just a collection of the Beatles best but still very much a very enjoyable CD. If you want to hear just Beatles skip the first song because i don't think it is the Beatles singing,but the rest are cool.",1
One of the best DVD-A discs out there. Makes their older songs sound incredible!: These 2 discs....the CD and the DVD-A are incredible. The Beatles never sounded so good. You have never heard their songs sound like this!! It is a must buy if you like their music.,1
"Unbelievably fresh!!!: This is an unbelievably fresh take on some great music. This 40 year old music sounds brand new and it's like a Beatles concert might be today if they could perform one. I wanted to listen to it like when I listened to new music as a teenager. In the basement with the lights turned off and the headphones on. I was so moved by this brand new trip down memory lane, this 53 year old man cried at the very end when John Lennon says ""goodnight to you's all"" in his spoken voice. Can't believe somebody murdered him. So many highlights. ""While My Guitar Gently Weeps"" with acoustic guitar and a string arrangement is beautiful. Even songs I wasn't nuts about before are fresh. ""Eleanor Rigby"" stands out as does ""I Am The Walrus"". This mix makes you smile over and over. Get it!",1
"Cirque Du Soleil souvenir: This disc was given to me as a gift, `cause I'm known as a Beatle fanatic around these parts. After being entertained by LOVE for an evening or two, I got this feeling that it will end up collecting dust on my shelf soon, along with the Yellow Submarine Remix and Naked albums. It seems like Apple Records is toying with ""the Beatle fan"" instead of doing the Beatles catalogue justice, they just continue to razzle-dazzle the public with some amusing, yet rather pointless re-releases.I'm sure this disc will be a great souvenir for the Cirque Du Soleil show, and a gateway to the real deal, but not much more than that.",1
"already broken: My son loves the doll, but not as much now that it doesn't talk when you pull the string....well he'll say a 1/2 sentence. This happened relatively soon after getting the doll in the mail...bummer! Not sure if he broke it (he IS 3) or if it is a product defect. I may just cut the string so he forgets he ever talked. Woody's hat barely stays on so I stuck some velcro on it and his head. Works nice....looks a little silly...if I only had brown velcro.Maybe just a plush doll would have been a better buy.",0
"Not Tom Hanks voice!!!!: Very dissapointed, this toy does not have all the phrases from the movie and not even Tom Hanks voice. Only 5 phrases. The doll itself is well constructed but I would not recommend this toy.",0
"Don't bother: We got this toy for our son, a huge fan of the movies. The doll itself is fine and looks just like the original, that is where the similarities stop. First of all the pull cord is fake, sure you have to pull it, but it just activates a digital recording. Secondly, the voice is not even close to Tom Hanks. Lastly, the iconic sayings of the doll are not even there, how can this be? I don't understand why they just didn't make it just like it was on the movies. So if none of those things bother you then go for it, otherwise stay away from this toy.",0
Sheriff Woody's in Town: My grandson had gotten a large Buzz Lightyear at Christmas and he needed a buddy for good times and a bit of rivalry. Sheriff Woody fills the bill. This is a an ersatz nostalgia toy that my 6-year-old understands through the Toy Story movies. I'd have liked it if the hat were soft and formable rather than a stiff bit of molded plastic that sits precariously on the head. I think it would be truer to the kind of toy the sheriff is trying to be.,1
"Disappointed with Disney: When I received this product, it was wrapped in a plastic bag. The pull cord was broken. The toy didn't look new. I bought this toy from Disney because I thought the quality would be of a high standard. I returned the action fiqure, and I didn't ask to replace it.",0
"Sad little boy!!: It is the day after Christmas, and my four year old is already crying!!! He pulled Woody's string this morning and he won't talk!!! My son is so sad!! He did NOT overpull him yesterday, but today, nothing when you pull his string! IF there was an option for NO STARS, that is what I would rate him!!!!",0
"Woody Has Laryngitis: Woody is cool, but he can't talk, which is the whole point of having him around. Not a rootin' tootin' good time by any means. What a disappointment. I see others have had this same problem. Disney and Amazon should get this right -- they have brands to protect and shouldn't be breaking children's hearts when they receive mute Woodys.",0
"So adorable!: This Woody doll is definitely worth the money. It looks so much like the Woody from Toy Story - much more so than either version of the plush doll that is available. His voice sounds pretty similar to Tom Hanks, for some reason I thought that the pull string was just for show and you squeezed him to make him talk. I was happy to see that the pull string was functional! This is a great buy, and such a cute doll. I do wish the hat was attached to his head some how though, that's going to be lost within the week :)",1
"Adorei! loved: Ah, the wood and the king of the children, my children have had two lost. So I just bought another.",1
Big Woody: Purchased for my grandson in Alaska. My son says that the toy is very durable and is played with daily.,1
Talking Woody: It arrived in great shape in time for Christmas! It is the classic talking Woody toy and my daughter loves it!,1
"Defective toy: This was the WORST of all the amazon Christmas gifts that we had chosen!With an autistic NON-VERBAL son;...""TALKING WOODY"" has been his FAVORITE ever sine he saw the movie!!!(*WHICH HE HAS NOW SEEN HUNDREDS OF TIMES SINCE!!*)When he opened it;...his facial expression was absolutely PRICELESS with excitement!!!!......and when he pulled the string to hear him talk;.....IT WAS ASTONISHING!!!!....(to say the least!!!)HOWEVER;....less than 24 HOURS.......THE STRING CAME OUT......WOODY DIED!!!!:(----He was heart-broken!!!I DO WANT TO FIND HIM ANOTHER ONE....BUT HAVE NOT AS OF YET!I MUST SAY, THOUGH, THAT ***AMAZON***~~MADE GOOD ON THEIR PRODUCT POLICIES AND GAVE A FULL REFUND FOR THE DEFECTIVE TOY!!!....HOORAY FOR A QUALITY-ASSURED COMPANY!!NO DOUBT AT ALL THAT **AMAZON**~~WILL BE IN BUSINESS FOR A VERRY VERY LONG TIME AS LONG AS THEIR CUSTOMER'S SATISFACTION REMAINS #1 PRIORITY AS I HAVE PERSONALLY WITNESSED!Thanks to all and HAVE A SUPER-prosperous New year!!Ms. T. Lance",0
"terrible all the way around: i know Andy's toys have a ""No Toy Left Behind"" policy, but this is one toy that should be left. five little phrases and it's not even Tom Hanks. i was disappointed but thought my son would play with it anyways. after all he's two, loves anything toy story, and plays with cardboard. i was wrong even he can see this toy stinks. still somehow despite the lack of play, woody's stitches are coming apart. total waste of money",0
Not worth the money paid: This is a cute toy however I wish I would have listened to the other reviews because a day after we had him he stoped talking. He now just spits a word or two out. The string does not work right and if you pick him up sometimes he will say a word or two. NOT worth your money at all.,0
"BIG DISAPPOINTMENT!!!: I am disappointed with this Woody Doll! The doll is O.K. Nothing great about it. Quality is O.K. It doesn't have the original voice, TOM HANKS. Sellers should have specified that it is NOT TOM HANK's voice. Oh well, learn my lesson. Won't buy this specific doll again, if I have seen it from a store for sure.The doll's information (just in case you are interested):Toy Story & Beyond 16"" Pull String Woody Doll by Disney Store (Disney/Pixar); #44196 (B6 486775700114 11).",0
"Very Nice Woody Doll: I Love This Woody, I Had This When I Was Little And I Still Have It And It Is Still Fun To Play By Kids And Your Little One. Defintally Recommended For Your Little Toy Story Fan.",1
"Good value: Well, I was concerned at first after reading other reviews, however my son is happy and Woody sleeps with us every night. Woody only says a few phrases, and has a nose that seems more closely related to Pinocchio. But, the price was right and my 4 year old is happy thus far, no quality issues after one month of use.",1
Woody: Woody served its purpose of surprising our 2 year old grand daughter with a package in the mail...only drawback was a nosy in-law (40 something and possessive) who opened the package before letting the grand daughter know it was hers. As for transaction and doll - everything was perfect.,1
Pull-string broke on the first day of use :(: I think this particular doll was manufactured improperly because we also have Jessie and she has been working for the past two years. I'm hoping to get a replacement soon.,0
VALE LA PENA LA COMPRA: EL JUGUETE ES MUY PARECIDO AL GOODY DE LA PELICULA. LA CARA ES BIEN AGRADABLE. EL DEFECTO ES QUE SUELTA EL CORDEL AL SEGUNDO ESTIRON. ES BUENA COMPRA POR EL PRECIO,0
"Favorite Christmas Toy: We had an early Christmas this year and when my 2 1/2 year old grandson saw Woody nothing else mattered! He is exactly like in the movie and is now the favorite toy. Woody even has ""Andy"" written on the bottom of his boot. The only thing is that he hat falls off and is not so easy to get on.",1
"6 yr old grandaughter loves it: grand daughter loves woody doll. very pleased. Woody preforms as expected, no disappointments. She wants additional dolls in series. Thank you.",1
"Anayrub`s review x): Hello!In general, this toy is excellent. I bought it for my nephew and he has had so much fun with it. I totally recommend this toy to other Toy Story fans like me.",1
Everything you thought Sheriff Woody would be: Except for the voice which is not close to Tom Hanks its a great toy. The pull string has not been an issue either. My daughter loves Buzz more than Woody but he still get a lot of play time. I only wish the hat would stay on better. It fits very loosely and falls off easily.,1
"Great Woody doll!: I purchased this for my son's 5th birthday. He loves all of the Toy Story movies, and has had many of the toys, but wanted the talking ones for his birthday. I ordered this for him, and he loves it! He has played with this doll since he opened it, and even sleeps with it now. The only minor complaint is that the hat fits awkwardly and doesn't like to stay on, but that's not really a huge deal. He loves that he can pull the string and he says the phrases like Woody does on the movies. Overall, I am very happy that I chose this doll because it is a big hit so far!",1
"He carries this around everywhere!: I bought this for my nephew's 4th birthday (since he had 3 Buzz Lightyears and no Woodys!). I love that it is really a model of Andy's toy in the movie. And my nephew, neice (20 months) and daughter (4 years) spent the weekend dragging this toy around. It was thrown and dragged and pulled and is no worse for the wear. They all love it.",1
My grandson loves it!: Woody arrived sooner than expected and in great condition. Grandson loves to pull the string to hear Woody talk. He likes to put the hat on other toys too.,1
"Disappointing: I was so excited to get a woody doll for my son for Christmas, and Amazon had the best price, however Woody's pull string didn't work the moment I pulled him out of the box. He was sent back immediately.",0
"Seems to work: My wife is the primary user and she is very pleased with it. Skin seems to be smoother and without a doubt it shrinks the pore size. The only negative would be with the dispenser, you have to be very careful not to squirt out too much.",1
"I see results: This product has worked great for me. I have only been using it for a week, but so far I see results. My face is smoother and my pores seem to be smaller. I do agree that it does have an odor, but it seems to disappear immediately when it dries. I have had no problems with peeling or it being sticky, but I use a very little bit. Just one pump will cover my whole face. This is a plus since it is a little pricey.",1
"This was disasterous: I wanted to try something that minimized my pores. I purchased this and tried it. It made my acne worse, didn't do anything to reduce the size of my pores, and had a heavy, sticky feel. Thank you Amazon for allowing me to return it for a refund. DermaDoctor needs to go back to med school! Try Dr. Brandt's Pore minimizer instead.",0
"great product!: I would definitely recommend this product to my girlfriends. Having tried many other products, I was pretty much resigned that my pores wouldn't ever look smaller! I don't have bad skin/acne, just large pores and some pock marks from my younger days. But, I gave in to trying this product and it's actually worked. I don't notice the bad smell some of the other reviewers talked about. There was minimal peeling the first time I put on my foundation, but I solved that by using a foundation brush instead of my fingers. I've been using it for almost two weeks, and there is a visible reduction in pore size. One small pump can cover your entire face.",1
I will not buy it again: I bought this product with great hope because of the reviews rating. I had been using for one month now. But it does nothing to my pore. My pore is still large as it is.,0
